ascii,word,letter_frequency
979,riyasız,"{'a': 1, 'i': 1, 'r': 1, 's': 1, 'y': 1, 'z': 1, 'ı': 1}"
979,soytarı,"{'a': 1, 'o': 1, 'r': 1, 's': 1, 't': 1, 'y': 1, 'ı': 1}"
979,tahrikçi,"{'a': 1, 'h': 1, 'i': 2, 'k': 1, 'r': 1, 't': 1, 'ç': 1}"
979,tanış,"{'a': 1, 'n': 1, 't': 1, 'ı': 1, 'ş': 1}"
979,umarsız,"{'a': 1, 'm': 1, 'r': 1, 's': 1, 'u': 1, 'z': 1, 'ı': 1}"
979,yaşamak,"{'a': 3, 'k': 1, 'm': 1, 'y': 1, 'ş': 1}"
979,çalçene,"{'a': 1, 'e': 2, 'l': 1, 'n': 1, 'ç': 2}"
979,önemlice,"{'c': 1, 'e': 2, 'i': 1, 'l': 1, 'm': 1, 'n': 1, 'ö': 1}"
979,şehirci,"{'c': 1, 'e': 1, 'h': 1, 'i': 2, 'r': 1, 'ş': 1}"
980,aşermek,"{'a': 1, 'e': 2, 'k': 1, 'm': 1, 'r': 1, 'ş': 1}"
980,başkent,"{'a': 1, 'b': 1, 'e': 1, 'k': 1, 'n': 1, 't': 1, 'ş': 1}"
980,bilcümle,"{'b': 1, 'c': 1, 'e': 1, 'i': 1, 'l': 2, 'm': 1, 'ü': 1}"
980,bölgesel,"{'b': 1, 'e': 2, 'g': 1, 'l': 2, 's': 1, 'ö': 1}"
980,cümlecik,"{'c': 2, 'e': 1, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'ü': 1}"
980,deliniş,"{'d': 1, 'e': 1, 'i': 2, 'l': 1, 'n': 1, 'ş': 1}"
980,devletçi,"{'d': 1, 'e': 2, 'i': 1, 'l': 1, 't': 1, 'v': 1, 'ç': 1}"
980,dileniş,"{'d': 1, 'e': 1, 'i': 2, 'l': 1, 'n': 1, 'ş': 1}"
980,donduraç,"{'a': 1, 'd': 2, 'n': 1, 'o': 1, 'r': 1, 'u': 1, 'ç': 1}"
980,döllemek,"{'d': 1, 'e': 2, 'k': 1, 'l': 2, 'm': 1, 'ö': 1}"
980,eşeklik,"{'e': 2, 'i': 1, 'k': 2, 'l': 1, 'ş': 1}"
980,fücceten,"{'c': 2, 'e': 2, 'f': 1, 'n': 1, 't': 1, 'ü': 1}"
980,gevrekçi,"{'e': 2, 'g': 1, 'i': 1, 'k': 1, 'r': 1, 'v': 1, 'ç': 1}"
980,geçirtme,"{'e': 2, 'g': 1, 'i': 1, 'm': 1, 'r': 1, 't': 1, 'ç': 1}"
980,haşerat,"{'a': 2, 'e': 1, 'h': 1, 'r': 1, 't': 1, 'ş': 1}"
980,içsellik,"{'e': 1, 'i': 2, 'k': 1, 'l': 2, 's': 1, 'ç': 1}"
980,marketçi,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'm': 1, 'r': 1, 't': 1, 'ç': 1}"
980,meleşme,"{'e': 3, 'l': 1, 'm': 2, 'ş': 1}"
980,menekşe,"{'e': 3, 'k': 1, 'm': 1, 'n': 1, 'ş': 1}"
980,merkepçi,"{'e': 2, 'i': 1, 'k': 1, 'm': 1, 'p': 1, 'r': 1, 'ç': 1}"
980,mülahham,"{'a': 2, 'h': 2, 'l': 1, 'm': 2, 'ü': 1}"
980,müsamaha,"{'a': 3, 'h': 1, 'm': 2, 's': 1, 'ü': 1}"
980,müteaddi,"{'a': 1, 'd': 2, 'e': 1, 'i': 1, 'm': 1, 't': 1, 'ü': 1}"
980,reşmeci,"{'c': 1, 'e': 2, 'i': 1, 'm': 1, 'r': 1, 'ş': 1}"
980,sadistçe,"{'a': 1, 'd': 1, 'e': 1, 'i': 1, 's': 2, 't': 1, 'ç': 1}"
980,sapış,"{'a': 1, 'p': 1, 's': 1, 'ı': 1, 'ş': 1}"
980,tekçilik,"{'e': 1, 'i': 2, 'k': 2, 'l': 1, 't': 1, 'ç': 1}"
980,yaşanak,"{'a': 3, 'k': 1, 'n': 1, 'y': 1, 'ş': 1}"
980,çansız,"{'a': 1, 'n': 1, 's': 1, 'z': 1, 'ç': 1, 'ı': 1}"
980,öpebilme,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 'm': 1, 'p': 1, 'ö': 1}"
980,ötürü,"{'r': 1, 't': 1, 'ö': 1, 'ü': 2}"
980,ütülü,"{'l': 1, 't': 1, 'ü': 3}"
980,şakilik,"{'a': 1, 'i': 2, 'k': 2, 'l': 1, 'ş': 1}"
980,şeftali,"{'a': 1, 'e': 1, 'f': 1, 'i': 1, 'l': 1, 't': 1, 'ş': 1}"
981,anarşik,"{'a': 2, 'i': 1, 'k': 1, 'n': 1, 'r': 1, 'ş': 1}"
981,bilişim,"{'b': 1, 'i': 3, 'l': 1, 'm': 1, 'ş': 1}"
981,derişme,"{'d': 1, 'e': 2, 'i': 1, 'm': 1, 'r': 1, 'ş': 1}"
981,dikiliş,"{'d': 1, 'i': 3, 'k': 1, 'l': 1, 'ş': 1}"
981,dikişli,"{'d': 1, 'i': 3, 'k': 1, 'l': 1, 'ş': 1}"
981,direşme,"{'d': 1, 'e': 2, 'i': 1, 'm': 1, 'r': 1, 'ş': 1}"
981,dişilik,"{'d': 1, 'i': 3, 'k': 1, 'l': 1, 'ş': 1}"
981,ekşimek,"{'e': 2, 'i': 1, 'k': 2, 'm': 1, 'ş': 1}"
981,emrediş,"{'d': 1, 'e': 2, 'i': 1, 'm': 1, 'r': 1, 'ş': 1}"
981,eşkenar,"{'a': 1, 'e': 2, 'k': 1, 'n': 1, 'r': 1, 'ş': 1}"
981,eşlenme,"{'e': 3, 'l': 1, 'm': 1, 'n': 1, 'ş': 1}"
981,eşofman,"{'a': 1, 'e': 1, 'f': 1, 'm': 1, 'n': 1, 'o': 1, 'ş': 1}"
981,gölgelik,"{'e': 1, 'g': 2, 'i': 1, 'k': 1, 'l': 2, 'ö': 1}"
981,karavaş,"{'a': 3, 'k': 1, 'r': 1, 'v': 1, 'ş': 1}"
981,kayış,"{'a': 1, 'k': 1, 'y': 1, 'ı': 1, 'ş': 1}"
981,kibritçi,"{'b': 1, 'i': 3, 'k': 1, 'r': 1, 't': 1, 'ç': 1}"
981,mahşeri,"{'a': 1, 'e': 1, 'h': 1, 'i': 1, 'm': 1, 'r': 1, 'ş': 1}"
981,münakale,"{'a': 2, 'e': 1, 'k': 1, 'l': 1, 'm': 1, 'n': 1, 'ü': 1}"
981,müracaat,"{'a': 3, 'c': 1, 'm': 1, 'r': 1, 't': 1, 'ü': 1}"
981,onaysız,"{'a': 1, 'n': 1, 'o': 1, 's': 1, 'y': 1, 'z': 1, 'ı': 1}"
981,perçemli,"{'e': 2, 'i': 1, 'l': 1, 'm': 1, 'p': 1, 'r': 1, 'ç': 1}"
981,seçimlik,"{'e': 1, 'i': 2, 'k': 1, 'l': 1, 'm': 1, 's': 1, 'ç': 1}"
981,suçlamak,"{'a': 2, 'k': 1, 'l': 1, 'm': 1, 's': 1, 'u': 1, 'ç': 1}"
981,tapış,"{'a': 1, 'p': 1, 't': 1, 'ı': 1, 'ş': 1}"
981,yakış,"{'a': 1, 'k': 1, 'y': 1, 'ı': 1, 'ş': 1}"
981,çeltikli,"{'e': 1, 'i': 2, 'k': 1, 'l': 2, 't': 1, 'ç': 1}"
981,çentilme,"{'e': 2, 'i': 1, 'l': 1, 'm': 1, 'n': 1, 't': 1, 'ç': 1}"
981,çilingir,"{'g': 1, 'i': 3, 'l': 1, 'n': 1, 'r': 1, 'ç': 1}"
981,şenelme,"{'e': 3, 'l': 1, 'm': 1, 'n': 1, 'ş': 1}"
981,şınav,"{'a': 1, 'n': 1, 'v': 1, 'ı': 1, 'ş': 1}"
982,ateşbaz,"{'a': 2, 'b': 1, 'e': 1, 't': 1, 'z': 1, 'ş': 1}"
982,beliriş,"{'b': 1, 'e': 1, 'i': 2, 'l': 1, 'r': 1, 'ş': 1}"
982,biliniş,"{'b': 1, 'i': 3, 'l': 1, 'n': 1, 'ş': 1}"
982,denktaş,"{'a': 1, 'd': 1, 'e': 1, 'k': 1, 'n': 1, 't': 1, 'ş': 1}"
982,dönelmek,"{'d': 1, 'e': 2, 'k': 1, 'l': 1, 'm': 1, 'n': 1, 'ö': 1}"
982,etiketçi,"{'e': 2, 'i': 2, 'k': 1, 't': 2, 'ç': 1}"
982,eşilmek,"{'e': 2, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'ş': 1}"
982,gelişim,"{'e': 1, 'g': 1, 'i': 2, 'l': 1, 'm': 1, 'ş': 1}"
982,gücenmek,"{'c': 1, 'e': 2, 'g': 1, 'k': 1, 'm': 1, 'n': 1, 'ü': 1}"
982,işlemek,"{'e': 2, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'ş': 1}"
982,meşelik,"{'e': 2, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'ş': 1}"
982,okşanma,"{'a': 2, 'k': 1, 'm': 1, 'n': 1, 'o': 1, 'ş': 1}"
982,onaşmak,"{'a': 2, 'k': 1, 'm': 1, 'n': 1, 'o': 1, 'ş': 1}"
982,piknikçi,"{'i': 3, 'k': 2, 'n': 1, 'p': 1, 'ç': 1}"
982,sarış,"{'a': 1, 'r': 1, 's': 1, 'ı': 1, 'ş': 1}"
982,sataşma,"{'a': 3, 'm': 1, 's': 1, 't': 1, 'ş': 1}"
982,sinekçil,"{'e': 1, 'i': 2, 'k': 1, 'l': 1, 'n': 1, 's': 1, 'ç': 1}"
982,tahmisçi,"{'a': 1, 'h': 1, 'i': 2, 'm': 1, 's': 1, 't': 1, 'ç': 1}"
982,teknikçi,"{'e': 1, 'i': 2, 'k': 2, 'n': 1, 't': 1, 'ç': 1}"
982,vazgeçme,"{'a': 1, 'e': 2, 'g': 1, 'm': 1, 'v': 1, 'z': 1, 'ç': 1}"
982,yanaşma,"{'a': 3, 'm': 1, 'n': 1, 'y': 1, 'ş': 1}"
982,yanşama,"{'a': 3, 'm': 1, 'n': 1, 'y': 1, 'ş': 1}"
982,yaşanma,"{'a': 3, 'm': 1, 'n': 1, 'y': 1, 'ş': 1}"
982,yaşlı,"{'a': 1, 'l': 1, 'y': 1, 'ı': 1, 'ş': 1}"
982,çabukluk,"{'a': 1, 'b': 1, 'k': 2, 'l': 1, 'u': 2, 'ç': 1}"
982,çapsız,"{'a': 1, 'p': 1, 's': 1, 'z': 1, 'ç': 1, 'ı': 1}"
982,çeviklik,"{'e': 1, 'i': 2, 'k': 2, 'l': 1, 'v': 1, 'ç': 1}"
982,çitilmek,"{'e': 1, 'i': 2, 'k': 1, 'l': 1, 'm': 1, 't': 1, 'ç': 1}"
982,ödleklik,"{'d': 1, 'e': 1, 'i': 1, 'k': 2, 'l': 2, 'ö': 1}"
982,örebilme,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 'm': 1, 'r': 1, 'ö': 1}"
982,şerefli,"{'e': 2, 'f': 1, 'i': 1, 'l': 1, 'r': 1, 'ş': 1}"
982,şimdiki,"{'d': 1, 'i': 3, 'k': 1, 'm': 1, 'ş': 1}"
983,artış,"{'a': 1, 'r': 1, 't': 1, 'ı': 1, 'ş': 1}"
983,bireşim,"{'b': 1, 'e': 1, 'i': 2, 'm': 1, 'r': 1, 'ş': 1}"
983,derişik,"{'d': 1, 'e': 1, 'i': 2, 'k': 1, 'r': 1, 'ş': 1}"
983,despotça,"{'a': 1, 'd': 1, 'e': 1, 'o': 1, 'p': 1, 's': 1, 't': 1, 'ç': 1}"
983,döllenme,"{'d': 1, 'e': 2, 'l': 2, 'm': 1, 'n': 1, 'ö': 1}"
983,dümenden,"{'d': 2, 'e': 2, 'm': 1, 'n': 2, 'ü': 1}"
983,ekleniş,"{'e': 2, 'i': 1, 'k': 1, 'l': 1, 'n': 1, 'ş': 1}"
983,emişmek,"{'e': 2, 'i': 1, 'k': 1, 'm': 2, 'ş': 1}"
983,eskülabi,"{'a': 1, 'b': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1, 's': 1, 'ü': 1}"
983,eşlenik,"{'e': 2, 'i': 1, 'k': 1, 'l': 1, 'n': 1, 'ş': 1}"
983,göllemek,"{'e': 2, 'g': 1, 'k': 1, 'l': 2, 'm': 1, 'ö': 1}"
983,içtenlik,"{'e': 1, 'i': 2, 'k': 1, 'l': 1, 'n': 1, 't': 1, 'ç': 1}"
983,kaşeksi,"{'a': 1, 'e': 1, 'i': 1, 'k': 2, 's': 1, 'ş': 1}"
983,meçhulat,"{'a': 1, 'e': 1, 'h': 1, 'l': 1, 'm': 1, 't': 1, 'u': 1, 'ç': 1}"
983,meşihat,"{'a': 1, 'e': 1, 'h': 1, 'i': 1, 'm': 1, 't': 1, 'ş': 1}"
983,peşinci,"{'c': 1, 'e': 1, 'i': 2, 'n': 1, 'p': 1, 'ş': 1}"
983,temeddüh,"{'d': 2, 'e': 2, 'h': 1, 'm': 1, 't': 1, 'ü': 1}"
983,tıraş,"{'a': 1, 'r': 1, 't': 1, 'ı': 1, 'ş': 1}"
983,uçuklama,"{'a': 2, 'k': 1, 'l': 1, 'm': 1, 'u': 2, 'ç': 1}"
983,çekikçe,"{'e': 2, 'i': 1, 'k': 2, 'ç': 2}"
983,çekimser,"{'e': 2, 'i': 1, 'k': 1, 'm': 1, 'r': 1, 's': 1, 'ç': 1}"
983,çentikli,"{'e': 1, 'i': 2, 'k': 1, 'l': 1, 'n': 1, 't': 1, 'ç': 1}"
983,çetinlik,"{'e': 1, 'i': 2, 'k': 1, 'l': 1, 'n': 1, 't': 1, 'ç': 1}"
983,çiylemek,"{'e': 2, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'y': 1, 'ç': 1}"
983,şaheser,"{'a': 1, 'e': 2, 'h': 1, 'r': 1, 's': 1, 'ş': 1}"
983,şatır,"{'a': 1, 'r': 1, 't': 1, 'ı': 1, 'ş': 1}"
984,azlediş,"{'a': 1, 'd': 1, 'e': 1, 'i': 1, 'l': 1, 'z': 1, 'ş': 1}"
984,biletiş,"{'b': 1, 'e': 1, 'i': 2, 'l': 1, 't': 1, 'ş': 1}"
984,böbreksi,"{'b': 2, 'e': 1, 'i': 1, 'k': 1, 'r': 1, 's': 1, 'ö': 1}"
984,börkenek,"{'b': 1, 'e': 2, 'k': 2, 'n': 1, 'r': 1, 'ö': 1}"
984,dedantör,"{'a': 1, 'd': 2, 'e': 1, 'n': 1, 'r': 1, 't': 1, 'ö': 1}"
984,deflatör,"{'a': 1, 'd': 1, 'e': 1, 'f': 1, 'l': 1, 'r': 1, 't': 1, 'ö': 1}"
984,deliriş,"{'d': 1, 'e': 1, 'i': 2, 'l': 1, 'r': 1, 'ş': 1}"
984,diliniş,"{'d': 1, 'i': 3, 'l': 1, 'n': 1, 'ş': 1}"
984,döneklik,"{'d': 1, 'e': 1, 'i': 1, 'k': 2, 'l': 1, 'n': 1, 'ö': 1}"
984,dönenmek,"{'d': 1, 'e': 2, 'k': 1, 'm': 1, 'n': 2, 'ö': 1}"
984,ekşilik,"{'e': 1, 'i': 2, 'k': 2, 'l': 1, 'ş': 1}"
984,etçiller,"{'e': 2, 'i': 1, 'l': 2, 'r': 1, 't': 1, 'ç': 1}"
984,eşinmek,"{'e': 2, 'i': 1, 'k': 1, 'm': 1, 'n': 1, 'ş': 1}"
984,faşizan,"{'a': 2, 'f': 1, 'i': 1, 'n': 1, 'z': 1, 'ş': 1}"
984,gevşeme,"{'e': 3, 'g': 1, 'm': 1, 'v': 1, 'ş': 1}"
984,gittikçe,"{'e': 1, 'g': 1, 'i': 2, 'k': 1, 't': 2, 'ç': 1}"
984,gönderme,"{'d': 1, 'e': 2, 'g': 1, 'm': 1, 'n': 1, 'r': 1, 'ö': 1}"
984,günahkar,"{'a': 2, 'g': 1, 'h': 1, 'k': 1, 'n': 1, 'r': 1, 'ü': 1}"
984,ivazsız,"{'a': 1, 'i': 1, 's': 1, 'v': 1, 'z': 2, 'ı': 1}"
984,içiverme,"{'e': 2, 'i': 2, 'm': 1, 'r': 1, 'v': 1, 'ç': 1}"
984,kişneme,"{'e': 2, 'i': 1, 'k': 1, 'm': 1, 'n': 1, 'ş': 1}"
984,lastikçi,"{'a': 1, 'i': 2, 'k': 1, 'l': 1, 's': 1, 't': 1, 'ç': 1}"
984,mükaleme,"{'a': 1, 'e': 2, 'k': 1, 'l': 1, 'm': 2, 'ü': 1}"
984,mükedder,"{'d': 2, 'e': 2, 'k': 1, 'm': 1, 'r': 1, 'ü': 1}"
984,münakasa,"{'a': 3, 'k': 1, 'm': 1, 'n': 1, 's': 1, 'ü': 1}"
984,müneccim,"{'c': 2, 'e': 1, 'i': 1, 'm': 2, 'n': 1, 'ü': 1}"
984,müsademe,"{'a': 1, 'd': 1, 'e': 2, 'm': 2, 's': 1, 'ü': 1}"
984,müseccel,"{'c': 2, 'e': 2, 'l': 1, 'm': 1, 's': 1, 'ü': 1}"
984,nankörce,"{'a': 1, 'c': 1, 'e': 1, 'k': 1, 'n': 2, 'r': 1, 'ö': 1}"
984,onbeşli,"{'b': 1, 'e': 1, 'i': 1, 'l': 1, 'n': 1, 'o': 1, 'ş': 1}"
984,satış,"{'a': 1, 's': 1, 't': 1, 'ı': 1, 'ş': 1}"
984,savaşma,"{'a': 3, 'm': 1, 's': 1, 'v': 1, 'ş': 1}"
984,suçlanma,"{'a': 2, 'l': 1, 'm': 1, 'n': 1, 's': 1, 'u': 1, 'ç': 1}"
984,taktikçi,"{'a': 1, 'i': 2, 'k': 2, 't': 2, 'ç': 1}"
984,taşsı,"{'a': 1, 's': 1, 't': 1, 'ı': 1, 'ş': 1}"
984,teleksçi,"{'e': 2, 'i': 1, 'k': 1, 'l': 1, 's': 1, 't': 1, 'ç': 1}"
984,uyaksız,"{'a': 1, 'k': 1, 's': 1, 'u': 1, 'y': 1, 'z': 1, 'ı': 1}"
984,yanış,"{'a': 1, 'n': 1, 'y': 1, 'ı': 1, 'ş': 1}"
984,yüzsüz,"{'s': 1, 'y': 1, 'z': 2, 'ü': 2}"
984,çaçaça,"{'a': 3, 'ç': 3}"
984,çektirme,"{'e': 2, 'i': 1, 'k': 1, 'm': 1, 'r': 1, 't': 1, 'ç': 1}"
984,önceleri,"{'c': 1, 'e': 2, 'i': 1, 'l': 1, 'n': 1, 'r': 1, 'ö': 1}"
984,ötebilme,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 'm': 1, 't': 1, 'ö': 1}"
984,şahtere,"{'a': 1, 'e': 2, 'h': 1, 'r': 1, 't': 1, 'ş': 1}"
985,aktöreci,"{'a': 1, 'c': 1, 'e': 1, 'i': 1, 'k': 1, 'r': 1, 't': 1, 'ö': 1}"
985,ateşlik,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1, 't': 1, 'ş': 1}"
985,ağdacı,"{'a': 2, 'c': 1, 'd': 1, 'ğ': 1, 'ı': 1}"
985,beleyiş,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 'y': 1, 'ş': 1}"
985,birikiş,"{'b': 1, 'i': 3, 'k': 1, 'r': 1, 'ş': 1}"
985,bitişme,"{'b': 1, 'e': 1, 'i': 2, 'm': 1, 't': 1, 'ş': 1}"
985,dedektör,"{'d': 2, 'e': 2, 'k': 1, 'r': 1, 't': 1, 'ö': 1}"
985,derişim,"{'d': 1, 'e': 1, 'i': 2, 'm': 1, 'r': 1, 'ş': 1}"
985,dişisel,"{'d': 1, 'e': 1, 'i': 2, 'l': 1, 's': 1, 'ş': 1}"
985,ekşimik,"{'e': 1, 'i': 2, 'k': 2, 'm': 1, 'ş': 1}"
985,eşlilik,"{'e': 1, 'i': 2, 'k': 1, 'l': 2, 'ş': 1}"
985,gurbetçi,"{'b': 1, 'e': 1, 'g': 1, 'i': 1, 'r': 1, 't': 1, 'u': 1, 'ç': 1}"
985,güncelik,"{'c': 1, 'e': 1, 'g': 1, 'i': 1, 'k': 1, 'l': 1, 'n': 1, 'ü': 1}"
985,hemşire,"{'e': 2, 'h': 1, 'i': 1, 'm': 1, 'r': 1, 'ş': 1}"
985,inciniş,"{'c': 1, 'i': 3, 'n': 2, 'ş': 1}"
985,işlenme,"{'e': 2, 'i': 1, 'l': 1, 'm': 1, 'n': 1, 'ş': 1}"
985,iştigal,"{'a': 1, 'g': 1, 'i': 2, 'l': 1, 't': 1, 'ş': 1}"
985,köhnemek,"{'e': 2, 'h': 1, 'k': 2, 'm': 1, 'n': 1, 'ö': 1}"
985,menşeli,"{'e': 2, 'i': 1, 'l': 1, 'm': 1, 'n': 1, 'ş': 1}"
985,mezhepçi,"{'e': 2, 'h': 1, 'i': 1, 'm': 1, 'p': 1, 'z': 1, 'ç': 1}"
985,müreffeh,"{'e': 2, 'f': 2, 'h': 1, 'm': 1, 'r': 1, 'ü': 1}"
985,mütebaki,"{'a': 1, 'b': 1, 'e': 1, 'i': 1, 'k': 1, 'm': 1, 't': 1, 'ü': 1}"
985,naçizlik,"{'a': 1, 'i': 2, 'k': 1, 'l': 1, 'n': 1, 'z': 1, 'ç': 1}"
985,saçsız,"{'a': 1, 's': 2, 'z': 1, 'ç': 1, 'ı': 1}"
985,taklitçi,"{'a': 1, 'i': 2, 'k': 1, 'l': 1, 't': 2, 'ç': 1}"
985,taşemen,"{'a': 1, 'e': 2, 'm': 1, 'n': 1, 't': 1, 'ş': 1}"
985,taşıt,"{'a': 1, 't': 2, 'ı': 1, 'ş': 1}"
985,teceddüt,"{'c': 1, 'd': 2, 'e': 2, 't': 2, 'ü': 1}"
985,telhisçi,"{'e': 1, 'h': 1, 'i': 2, 'l': 1, 's': 1, 't': 1, 'ç': 1}"
985,tunçlama,"{'a': 2, 'l': 1, 'm': 1, 'n': 1, 't': 1, 'u': 1, 'ç': 1}"
985,varış,"{'a': 1, 'r': 1, 'v': 1, 'ı': 1, 'ş': 1}"
985,çevrelik,"{'e': 2, 'i': 1, 'k': 1, 'l': 1, 'r': 1, 'v': 1, 'ç': 1}"
985,şekilli,"{'e': 1, 'i': 2, 'k': 1, 'l': 2, 'ş': 1}"
986,ayaktaş,"{'a': 3, 'k': 1, 't': 1, 'y': 1, 'ş': 1}"
986,bonkörce,"{'b': 1, 'c': 1, 'e': 1, 'k': 1, 'n': 1, 'o': 1, 'r': 1, 'ö': 1}"
986,böreklik,"{'b': 1, 'e': 1, 'i': 1, 'k': 2, 'l': 1, 'r': 1, 'ö': 1}"
986,direniş,"{'d': 1, 'e': 1, 'i': 2, 'n': 1, 'r': 1, 'ş': 1}"
986,dönmelik,"{'d': 1, 'e': 1, 'i': 1, 'k': 1, 'l': 1, 'm': 1, 'n': 1, 'ö': 1}"
986,göllenme,"{'e': 2, 'g': 1, 'l': 2, 'm': 1, 'n': 1, 'ö': 1}"
986,gündelik,"{'d': 1, 'e': 1, 'g': 1, 'i': 1, 'k': 1, 'l': 1, 'n': 1, 'ü': 1}"
986,ilişmek,"{'e': 1, 'i': 2, 'k': 1, 'l': 1, 'm': 1, 'ş': 1}"
986,inşirah,"{'a': 1, 'h': 1, 'i': 2, 'n': 1, 'r': 1, 'ş': 1}"
986,köklemek,"{'e': 2, 'k': 3, 'l': 1, 'm': 1, 'ö': 1}"
986,mizaçgir,"{'a': 1, 'g': 1, 'i': 2, 'm': 1, 'r': 1, 'z': 1, 'ç': 1}"
986,mülahaza,"{'a': 3, 'h': 1, 'l': 1, 'm': 1, 'z': 1, 'ü': 1}"
986,münavebe,"{'a': 1, 'b': 1, 'e': 2, 'm': 1, 'n': 1, 'v': 1, 'ü': 1}"
986,oydaşma,"{'a': 2, 'd': 1, 'm': 1, 'o': 1, 'y': 1, 'ş': 1}"
986,pekişme,"{'e': 2, 'i': 1, 'k': 1, 'm': 1, 'p': 1, 'ş': 1}"
986,perçinli,"{'e': 1, 'i': 2, 'l': 1, 'n': 1, 'p': 1, 'r': 1, 'ç': 1}"
986,piçsinek,"{'e': 1, 'i': 2, 'k': 1, 'n': 1, 'p': 1, 's': 1, 'ç': 1}"
986,taçsız,"{'a': 1, 's': 1, 't': 1, 'z': 1, 'ç': 1, 'ı': 1}"
986,tebeşir,"{'b': 1, 'e': 2, 'i': 1, 'r': 1, 't': 1, 'ş': 1}"
986,ulaşmak,"{'a': 2, 'k': 1, 'l': 1, 'm': 1, 'u': 1, 'ş': 1}"
986,yapış,"{'a': 1, 'p': 1, 'y': 1, 'ı': 1, 'ş': 1}"
986,yaraşma,"{'a': 3, 'm': 1, 'r': 1, 'y': 1, 'ş': 1}"
986,yaşarma,"{'a': 3, 'm': 1, 'r': 1, 'y': 1, 'ş': 1}"
986,çevirmek,"{'e': 2, 'i': 1, 'k': 1, 'm': 1, 'r': 1, 'v': 1, 'ç': 1}"
986,çizgilik,"{'g': 1, 'i': 3, 'k': 1, 'l': 1, 'z': 1, 'ç': 1}"
986,çizginme,"{'e': 1, 'g': 1, 'i': 2, 'm': 1, 'n': 1, 'z': 1, 'ç': 1}"
986,çoklukla,"{'a': 1, 'k': 2, 'l': 2, 'o': 1, 'u': 1, 'ç': 1}"
986,ödetilme,"{'d': 1, 'e': 2, 'i': 1, 'l': 1, 'm': 1, 't': 1, 'ö': 1}"
986,övebilme,"{'b': 1, 'e': 2, 'i': 1, 'l': 1, 'm': 1, 'v': 1, 'ö': 1}"
986,üflemeli,"{'e': 2, 'f': 1, 'i': 1, 'l': 2, 'm': 1, 'ü': 1}"
986,şahitli,"{'a': 1, 'h': 1, 'i': 2, 'l': 1, 't': 1, 'ş': 1}"
986,şehvani,"{'a': 1, 'e': 1, 'h': 1, 'i': 1, 'n': 1, 'v': 1, 'ş': 1}"
986,şematik,"{'a': 1, 'e': 1, 'i': 1, 'k': 1, 'm': 1, 't': 1, 'ş': 1}"
986,şifreli,"{'e': 1, 'f': 1, 'i': 2, 'l': 1, 'r': 1, 'ş': 1}"
987,bitişik,"{'b': 1, 'i': 3, 'k': 1, 't': 1, 'ş': 1}"
987,böcekçi,"{'b': 1, 'c': 1, 'e': 1, 'i': 1, 'k': 1, 'ç': 1, 'ö': 1}"
987,eşkinli,"{'e': 1, 'i': 2, 'k': 1, 'l': 1, 'n': 1, 'ş': 1}"
987,geriliş,"{'e': 1, 'g': 1, 'i': 2, 'l': 1, 'r': 1, 'ş': 1}"
987,gömlekli,"{'e': 1, 'g': 1, 'i': 1, 'k': 1, 'l': 2, 'm': 1, 'ö': 1}"
987,gönderli,"{'d': 1, 'e': 1, 'g': 1, 'i': 1, 'l': 1, 'n': 1, 'r': 1, 'ö': 1}"
987,gönenmek,"{'e': 2, 'g': 1, 'k': 1, 'm': 1, 'n': 2, 'ö': 1}"
987,ibrişim,"{'b': 1, 'i': 3, 'm': 1, 'r': 1, 'ş': 1}"
987,ihtişam,"{'a': 1, 'h': 1, 'i': 2, 'm': 1, 't': 1, 'ş': 1}"
987,ilişken,"{'e': 1, 'i': 2, 'k': 1, 'l': 1, 'n': 1, 'ş': 1}"
987,irkilteç,"{'e': 1, 'i': 2, 'k': 1, 'l': 1, 'r': 1, 't': 1, 'ç': 1}"
987,istihraç,"{'a': 1, 'h': 1, 'i': 2, 'r': 1, 's': 1, 't': 1, 'ç': 1}"
987,iyilikçi,"{'i': 4, 'k': 1, 'l': 1, 'y': 1, 'ç': 1}"
987,işlevci,"{'c': 1, 'e': 1, 'i': 2, 'l': 1, 'v': 1, 'ş': 1}"
987,kaşalot,"{'a': 2, 'k': 1, 'l': 1, 'o': 1, 't': 1, 'ş': 1}"
987,kuşhane,"{'a': 1, 'e': 1, 'h': 1, 'k': 1, 'n': 1, 'u': 1, 'ş': 1}"
987,löklemek,"{'e': 2, 'k': 2, 'l': 2, 'm': 1, 'ö': 1}"
987,mozaikçi,"{'a': 1, 'i': 2, 'k': 1, 'm': 1, 'o': 1, 'z': 1, 'ç': 1}"
